Year;WMI;Brand;ModelName;distinct_users;distinct_requests
2015;101;NOT FOUND;NOT FOUND;1;1
2015;142;NOT FOUND;NOT FOUND;1;1
2015;19X;HONDA;CIVIC;1;1
2015;1B3;CHRYSLER;JA - BREEZE/ STRATUS/ CIRRUS;1;1
2015;1B3;CHRYSLER;JR - STRATUS/ SEBRING;5;12
2015;1b3;CHRYSLER;L -CONCORDE/ NEWYORKER/ LHS/ INTREPID/ VISION;1;1
2015;1b3;CHRYSLER;PL - NEON;1;4
2015;1b3;DODGE;PM - DODGE CALIBER;13;22
2015;1B3;NOT FOUND;NOT FOUND;1;1
2015;1b4;DODGE;DN - DURANGO;1;1
2015;1c3;CHRYSLER;JR - STRATUS/ SEBRING;6;6
2015;1C3;CHRYSLER;JS - AVENGER/ 200/ FLAVIA;4;6
2015;1c3;CHRYSLER;LE - CHRYSLER 300 (STEYR);3;5
2015;1C3;CHRYSLER;P -PASSENGER;3;3
2015;1C3;CHRYSLER;PL - NEON;1;1
2015;1C3;CHRYSLER;ZH - CROSSFIRE;1;1
2015;1C4;CHRYSLER;GS - VOYAGER (GRAZ);1;1
2015;1C4;CHRYSLER;P -PASSENGER;3;3
2015;1C4;CHRYSLER;RS - CARAVAN /  TOWN & COUNTRY;1;2
2015;1c4;JEEP;JK - JEEP WRANGLER;1;1
2015;1c4;JEEP;MK - JEEP COMPASS/ PATRIOT;1;1
2015;1c4;JEEP;WK - JEEP GRAND CHEROKEE;2;2
2015;1c4;NOT FOUND;NOT FOUND;2;4
2015;1c8;CHRYSLER;PT - CHRYSLER PT CRUISER;1;1
2015;1C8;CHRYSLER;RG - VOYAGER (GRAZ);1;1
2015;1D4;CHRYSLER;RS - CARAVAN /  TOWN & COUNTRY;4;4
2015;1D7;RAM;DR - RAM 1500 PICKUP;1;1
2015;1D8;CHRYSLER;RS - CARAVAN /  TOWN & COUNTRY;1;5
2015;1fa;FORD;Probe PA 1992-1997;1;1
2015;1FA;NOT FOUND;NOT FOUND;31;50
2015;1FB;NOT FOUND;NOT FOUND;2;6
2015;1FD;FORD;Probe PA 1992-1997;1;1
2015;1fm;FORD;Explorer EX 1992-2000;1;1
2015;1FM;FORD;Explorer TUB 2011-;2;6
2015;1fm;NOT FOUND;NOT FOUND;45;73
2015;1FT;NOT FOUND;NOT FOUND;7;10
2015;1g1;NOT FOUND;NOT FOUND;5;7
2015;1g6;NOT FOUND;NOT FOUND;6;9
2015;1GB;NOT FOUND;NOT FOUND;1;1
2015;1GC;NOT FOUND;NOT FOUND;1;1
2015;1GK;NOT FOUND;NOT FOUND;2;3
2015;1GM;NOT FOUND;NOT FOUND;4;9
2015;1GN;NOT FOUND;NOT FOUND;7;10
2015;1gt;NOT FOUND;NOT FOUND;1;1
2015;1gy;NOT FOUND;NOT FOUND;12;17
2015;1h4;NOT FOUND;NOT FOUND;1;1
2015;1h6;NOT FOUND;NOT FOUND;1;1
2015;1hg;HONDA;ACCORD;11;19
2015;1HG;HONDA;ACCORD AERODECK;2;2
2015;1hg;HONDA;ACCORD COUPE;1;1
2015;1hg;HONDA;ACCORD WAGON;4;4
2015;1HG;HONDA;CIVIC;3;4
2015;1HG;NOT FOUND;NOT FOUND;21;38
2015;1hj;NOT FOUND;NOT FOUND;1;1
2015;1j4;JEEP;J -JEEP;10;20
2015;1J4;JEEP;KJ - JEEP LIBERTY;6;9
2015;1j4;JEEP;WJ - JEEP GRAND CHEROKEE;9;18
2015;1j4;JEEP;WK - JEEP GRAND CHEROKEE;2;3
2015;1j4;JEEP;XJ - JEEP CHEROKEE;2;4
2015;1J4;JEEP;ZG - GRAND CHEROKEE (STEYR);2;2
2015;1J4;JEEP;ZJ - GRAND CHEROKEE;1;2
2015;1J8;JEEP;KK - JEEP LIBERTY;1;2
2015;1j8;JEEP;WG - GRAND CHEROKEE (STEYR);1;1
2015;1j8;JEEP;WH - JEEP GRAND CHEROKEE (STEYR);4;8
2015;1J8;JEEP;WK - JEEP GRAND CHEROKEE;9;16
2015;1j8;NOT FOUND;NOT FOUND;1;1
2015;1JB;NOT FOUND;NOT FOUND;3;4
2015;1JE;NOT FOUND;NOT FOUND;1;2
2015;1jV;NOT FOUND;NOT FOUND;1;1
2015;1l1;NOT FOUND;NOT FOUND;1;1
2015;1L4;NOT FOUND;NOT FOUND;1;1
2015;1me;NOT FOUND;NOT FOUND;1;1
2015;1mf;NOT FOUND;NOT FOUND;1;1
2015;1N1;NOT FOUND;NOT FOUND;1;3
2015;1N4;NISSAN;ALTIMA;31;53
2015;1n4;NISSAN;MAXIMA;1;1
2015;1n4;NISSAN;STANZA ALTIMA;1;1
2015;1n4;NOT FOUND;NOT FOUND;2;2
2015;1N6;NISSAN;FRONTIER;1;3
2015;1n6;NISSAN;TITAN;6;33
2015;1na;NOT FOUND;NOT FOUND;1;1
2015;1nx;NOT FOUND;NOT FOUND;1;3
2015;1NX;TOYOTA;COROLLA;26;49
2015;1nx;TOYOTA;COROLLA  SED;3;5
2015;1nx;TOYOTA;COROLLA/MATRIX;13;18
2015;1qk;NOT FOUND;NOT FOUND;1;2
2015;1s4;NOT FOUND;NOT FOUND;1;1
2015;1th;NOT FOUND;NOT FOUND;1;1
2015;1vw;VOLKSWAGEN;Passat;4;18
2015;1xw;NOT FOUND;NOT FOUND;1;1
2015;1yv;MAZDA;626;18;31
2015;1yv;MAZDA;MAZDA6;44;68
2015;1yv;NOT FOUND;NOT FOUND;1;1
2015;1yy;NOT FOUND;NOT FOUND;1;1
2015;1YZ;MAZDA;626;3;3
2015;1ZW;NOT FOUND;NOT FOUND;1;1
2015;271;NOT FOUND;NOT FOUND;1;2
2015;2a4;CHRYSLER;CS - PACIFICA;1;2
2015;2b3;CHRYSLER;LH - INTREPID/ CONCORDE/ 300M;1;15
2015;2B3;CHRYSLER;LX - CHRYSLER 300;1;1
2015;2c3;CHRYSLER;LH - INTREPID/ CONCORDE/ 300M;2;3
2015;2c3;CHRYSLER;LX - CHRYSLER 300;6;10
2015;2c4;CHRYSLER;CS - PACIFICA;2;2
2015;2C8;CHRYSLER;CS - PACIFICA;1;1
2015;2ck;NOT FOUND;NOT FOUND;1;1
2015;2cn;NOT FOUND;NOT FOUND;3;3
2015;2d1;NOT FOUND;NOT FOUND;1;1
2015;2d8;CHRYSLER;LX - CHRYSLER 300;1;2
2015;2fm;FORD;Edge/MKX TQ1;3;3
2015;2FM;NOT FOUND;NOT FOUND;4;6
2015;2G1;NOT FOUND;NOT FOUND;4;5
2015;2HG;HONDA;CIVIC;10;16
2015;2HJ;HONDA;RIDGELINE;2;3
2015;2hk;HONDA;ODYSSEY;2;2
2015;2hk;HONDA;PILOT;5;7
2015;2hk;NOT FOUND;NOT FOUND;5;10
2015;2hn;NOT FOUND;NOT FOUND;7;9
2015;2mt;NOT FOUND;NOT FOUND;1;2
2015;2p4;CHRYSLER;NS - CARAVAN/ VOYAGER/ T&C/ LIMITED;3;7
2015;2p4;CHRYSLER;P -PASSENGER;3;3
2015;2Q1;NOT FOUND;NOT FOUND;1;1
2015;2s3;NOT FOUND;NOT FOUND;1;1
2015;2s3;SUZUKI;Grand Vitara XL-7;9;10
2015;2S3;SUZUKI;Vitara/Sidekick;9;13
2015;2t1;NOT FOUND;NOT FOUND;2;2
2015;2t1;TOYOTA;COROLLA;23;45
2015;2T1;TOYOTA;COROLLA  SED;1;1
2015;2t1;TOYOTA;COROLLA/MATRIX;23;42
2015;2t1;TOYOTA;MATRIX;6;9
2015;2t1;TOYOTA;SOLARA;3;3
2015;2T2;LEXUS;LEXUS RX330/350;50;80
2015;2T2;LEXUS;LEXUS RX350/450H(;8;10
2015;2T2;NOT FOUND;NOT FOUND;2;3
2015;2t3;NOT FOUND;NOT FOUND;1;1
2015;2t3;TOYOTA;RAV4;10;20
2015;2tl;NOT FOUND;NOT FOUND;1;1
2015;3a4;CHRYSLER;PT - CHRYSLER PT CRUISER;1;1
2015;3af;NOT FOUND;NOT FOUND;1;1
2015;3C4;CHRYSLER;PT - CHRYSLER PT CRUISER;3;6
2015;3c8;CHRYSLER;PT - CHRYSLER PT CRUISER;2;9
2015;3CZ;HONDA;CR-V;4;6
2015;3cz;NOT FOUND;NOT FOUND;2;2
2015;3d4;DODGE;JC - DODGE JOURNEY;2;3
2015;3D7;RAM;DX - RAM TRUCK (MEXICO);2;2
2015;3fa;NOT FOUND;NOT FOUND;8;13
2015;3fr;NOT FOUND;NOT FOUND;1;2
2015;3g1;NOT FOUND;NOT FOUND;2;2
2015;3GN;NOT FOUND;NOT FOUND;3;3
2015;3GU;NOT FOUND;NOT FOUND;1;1
2015;3GY;NOT FOUND;NOT FOUND;2;2
2015;3js;NOT FOUND;NOT FOUND;1;5
2015;3N1;NISSAN;SENTRA;3;4
2015;3n1;NISSAN;TIIDA;14;23
2015;3n1;NISSAN;TIIDA SEDAN;2;2
2015;3n1;NISSAN;VERSA;2;3
2015;3n1;NISSAN;VERSA SEDAN;2;2
2015;3n1;NOT FOUND;NOT FOUND;1;1
2015;3tm;TOYOTA;TACOMA;3;3
2015;3vm;NOT FOUND;NOT FOUND;1;1
2015;3vw;NOT FOUND;NOT FOUND;9;10
2015;3vw;VOLKSWAGEN;Beetle;12;19
2015;3VW;VOLKSWAGEN;Golf;1;1
2015;3vw;VOLKSWAGEN;Jetta;48;88
2015;454;NOT FOUND;NOT FOUND;1;1
2015;471;NOT FOUND;NOT FOUND;1;1
2015;4a3;MITSUBISHI;ECLIPSE;4;5
2015;4A3;MITSUBISHI;ECLIPSE SPYDER;1;1
2015;4a3;MITSUBISHI;GALANT;19;28
2015;4A3;NOT FOUND;NOT FOUND;3;3
2015;4a4;MITSUBISHI;ENDEAVOR;3;3
2015;4A4;MITSUBISHI;OUTLANDER SPORT;2;2
2015;4b3;CHRYSLER;ST - STRATUS /  SEBRING;1;1
2015;4bm;NOT FOUND;NOT FOUND;1;1
2015;4f2;MAZDA;TRIBUTE;36;71
2015;4f2;NOT FOUND;NOT FOUND;3;4
2015;4F3;NOT FOUND;NOT FOUND;1;1
2015;4f4;MAZDA;B-SERIES;1;1
2015;4G3;NOT FOUND;NOT FOUND;1;1
2015;4GD;NOT FOUND;NOT FOUND;1;2
2015;4GD;OPEL;SINTRA;5;6
2015;4gg;NOT FOUND;NOT FOUND;1;1
2015;4i1;NOT FOUND;NOT FOUND;1;1
2015;4JG;MERCEDES-BENZ;GL 450 4MATIC;22;33
2015;4jg;MERCEDES-BENZ;GL 550 4MATIC;8;11
2015;4JG;MERCEDES-BENZ;ML 320;27;47
2015;4JG;MERCEDES-BENZ;ML 350;22;33
2015;4JG;MERCEDES-BENZ;ML 350 4MATIC;21;49
2015;4jg;MERCEDES-BENZ;ML 500;2;2
2015;4JG;MERCEDES-BENZ;ML 63 AMG 4MATIC;1;1
2015;4JG;MERCEDES-BENZ;ML320;7;8
2015;4jg;MERCEDES-BENZ;R 350 4MATIC;4;5
2015;4jg;NOT FOUND;NOT FOUND;4;4
2015;4m2;NOT FOUND;NOT FOUND;2;2
2015;4MB;MITSUBISHI;ECLIPSE;5;15
2015;4MB;MITSUBISHI;GALANT;18;30
2015;4MB;NOT FOUND;NOT FOUND;2;2
2015;4n2;NISSAN;QUEST;6;7
2015;4n2;NOT FOUND;NOT FOUND;1;1
2015;4p3;CHRYSLER;D -LASER/ TALON;1;1
2015;4p3;MITSUBISHI;GALANT;5;6
2015;4p3;NOT FOUND;NOT FOUND;1;1
2015;4s2;NOT FOUND;NOT FOUND;8;10
2015;4s3;NOT FOUND;NOT FOUND;5;7
2015;4S3;SUBARU;LEGACY;61;119
2015;4s4;NOT FOUND;NOT FOUND;2;4
2015;4s4;SUBARU;LEGACY;38;61
2015;4S4;SUBARU;TRIBECA;20;39
2015;4s6;HONDA;PASSPORT;1;1
2015;4T1;NOT FOUND;NOT FOUND;10;21
2015;4T1;TOYOTA;AVALON;18;36
2015;4t1;TOYOTA;CAMRY;171;487
2015;4t1;TOYOTA;CAMRY HV;2;2
2015;4t1;TOYOTA;CAMRY/HYBRID;10;10
2015;4t1;TOYOTA;SOLARA;4;4
2015;4t2;NOT FOUND;NOT FOUND;2;2
2015;4t2;TOYOTA;CAMRY (WG);8;35
2015;4t3;NOT FOUND;NOT FOUND;2;2
2015;4T3;TOYOTA;SIENNA;10;11
2015;4T3;TOYOTA;VENZA;24;38
2015;4t4;NOT FOUND;NOT FOUND;1;1
2015;4t4;TOYOTA;CAMRY;14;18
2015;4TI;TOYOTA;CAMRY;1;1
2015;4US;BMW;X5 3.0i;1;3
2015;4us;BMW;X5 3.0si;1;1
2015;4us;BMW;X5 4.8i;1;3
2015;4xa;NOT FOUND;NOT FOUND;1;1
2015;5fn;HONDA;ODYSSEY;3;4
2015;5fn;HONDA;PILOT;7;9
2015;5gr;NOT FOUND;NOT FOUND;9;10
2015;5GT;NOT FOUND;NOT FOUND;15;28
2015;5j5;NOT FOUND;NOT FOUND;1;1
2015;5j6;HONDA;CR-V;25;42
2015;5J6;HONDA;ELEMENT;10;19
2015;5j6;NOT FOUND;NOT FOUND;11;22
2015;5KB;NOT FOUND;NOT FOUND;6;9
2015;5LM;NOT FOUND;NOT FOUND;8;12
2015;5n1;INFINITI;QX60/JX;1;1
2015;5n1;NISSAN;ARMADA;6;8
2015;5N1;NISSAN;PATHFINDER;22;52
2015;5n1;NISSAN;XTERRA;6;8
2015;5n1;NOT FOUND;NOT FOUND;2;3
2015;5N3;INFINITI;QX56;9;11
2015;5N3;NOT FOUND;NOT FOUND;2;3
2015;5nm;HYUNDAI;SANTA FE 06 (ALABAMA PLANT-USA): -DEC.31.2006 (2007-);2;2
2015;5nm;HYUNDAI;SANTA FE 06 (ALABAMA PLANT-USA): JAN.01.2007- (2007-2010);2;3
2015;5np;HYUNDAI;ELANTRA 11(ALABAMA PLANT-USA) (2010-2013);1;1
2015;5NP;HYUNDAI;SONATA 06 (ALABAMA PLANT-USA): -DEC.31.2006 (2006-);1;1
2015;5np;HYUNDAI;SONATA 10(ALABAMA PLANT-USA) (2010-2014);2;2
2015;5NP;NOT FOUND;NOT FOUND;1;1
2015;5NT;NOT FOUND;NOT FOUND;1;1
2015;5S3;NOT FOUND;NOT FOUND;1;2
2015;5s5;NOT FOUND;NOT FOUND;1;1
2015;5TB;TOYOTA;TUNDRA;4;4
2015;5TD;NOT FOUND;NOT FOUND;1;1
2015;5td;TOYOTA;HIGHLANDER;8;8
2015;5TD;TOYOTA;HIGHLANDER/KLUGER;11;13
2015;5td;TOYOTA;SEQUOIA;12;18
2015;5td;TOYOTA;SIENNA;21;38
2015;5TE;NOT FOUND;NOT FOUND;1;1
2015;5te;TOYOTA;TACOMA;4;6
2015;5tf;TOYOTA;TACOMA;1;2
2015;5tf;TOYOTA;TUNDRA;7;11
2015;5u6;NOT FOUND;NOT FOUND;1;1
2015;5UX;BMW;X5 3.0i;30;46
2015;5UX;BMW;X5 3.0si;13;21
2015;5ux;BMW;X5 35iX;3;3
2015;5ux;BMW;X5 4.4i;3;3
2015;5ux;BMW;X5 4.8i;5;6
2015;5ux;BMW;X6 35iX;7;13
2015;5UY;NOT FOUND;NOT FOUND;1;1
2015;5y2;NOT FOUND;NOT FOUND;22;35
2015;5YF;TOYOTA;COROLLA;3;4
2015;611;NOT FOUND;NOT FOUND;1;1
2015;6FP;FORD;Ranger TKE 2012-;4;5
2015;6G1;NOT FOUND;NOT FOUND;1;5
2015;6JN;NOT FOUND;NOT FOUND;1;1
2015;6MM;MITSUBISHI;DIAMANTE;1;1
2015;6MM;MITSUBISHI;SIGMA/MAGNA;1;1
2015;6mm;NOT FOUND;NOT FOUND;1;1
2015;6t1;NOT FOUND;NOT FOUND;24;36
2015;6t1;TOYOTA;CAMRY;25;47
2015;6t1;TOYOTA;CAMRY/AURION/HV;20;39
2015;6TI;NOT FOUND;NOT FOUND;1;1
2015;6ti;TOYOTA;CAMRY;1;1
2015;794;NOT FOUND;NOT FOUND;1;1
2015;8aw;NOT FOUND;NOT FOUND;1;1
2015;8aw;VOLKSWAGEN;Caddy;1;1
2015;8wa;NOT FOUND;NOT FOUND;1;1
2015;9BW;VOLKSWAGEN;Gol;2;2
2015;9BW;VOLKSWAGEN;Golf;9;12
2015;9t1;NOT FOUND;NOT FOUND;1;1
2015;9ti;NOT FOUND;NOT FOUND;1;1
2015;ADM;NOT FOUND;NOT FOUND;1;3
2015;adn;NISSAN;NP300;3;4
2015;AHT;NOT FOUND;NOT FOUND;2;4
2015;aht;TOYOTA;COROLLA (S.AFRICA);2;2
2015;AHT;TOYOTA;HILUX;6;14
2015;b1s;NOT FOUND;NOT FOUND;1;1
2015;bay;NOT FOUND;NOT FOUND;1;1
2015;CBH;NOT FOUND;NOT FOUND;1;1
2015;CN1;NOT FOUND;NOT FOUND;1;1
2015;cpt;NOT FOUND;NOT FOUND;1;2
2015;csa;NOT FOUND;NOT FOUND;1;1
2015;df1;NOT FOUND;NOT FOUND;1;1
2015;EA3;NOT FOUND;NOT FOUND;1;1
2015;efi;NOT FOUND;NOT FOUND;1;1
2015;f1j;NOT FOUND;NOT FOUND;1;1
2015;FAL;NOT FOUND;NOT FOUND;1;3
2015;FE2;NOT FOUND;NOT FOUND;1;1
2015;FJ1;NOT FOUND;NOT FOUND;1;1
2015;foc;NOT FOUND;NOT FOUND;1;1
2015;FOF;NOT FOUND;NOT FOUND;1;1
2015;FZJ;NOT FOUND;NOT FOUND;1;1
2015;G11;NOT FOUND;NOT FOUND;1;1
2015;ga4;NOT FOUND;NOT FOUND;4;6
2015;gb3;NOT FOUND;NOT FOUND;1;1
2015;gdb;NOT FOUND;NOT FOUND;1;1
2015;gf1;NOT FOUND;NOT FOUND;4;12
2015;ghl;NOT FOUND;NOT FOUND;2;3
2015;gmb;NOT FOUND;NOT FOUND;3;3
2015;gmy;NOT FOUND;NOT FOUND;1;1
2015;GMZ;NOT FOUND;NOT FOUND;2;3
2015;gt3;NOT FOUND;NOT FOUND;1;1
2015;GTD;NOT FOUND;NOT FOUND;1;1
2015;gte;NOT FOUND;NOT FOUND;2;3
2015;gtf;NOT FOUND;NOT FOUND;1;4
2015;GTN;NOT FOUND;NOT FOUND;2;4
2015;hhj;NOT FOUND;NOT FOUND;1;2
2015;HMT;NOT FOUND;NOT FOUND;1;1
2015;ifm;NOT FOUND;NOT FOUND;1;1
2015;ij4;JEEP;J -JEEP;2;2
2015;in1;NOT FOUND;NOT FOUND;1;1
2015;INK;NOT FOUND;NOT FOUND;1;1
2015;INX;TOYOTA;COROLLA/MATRIX;1;1
2015;IT6;NOT FOUND;NOT FOUND;1;1
2015;ita;NOT FOUND;NOT FOUND;1;1
2015;J16;NOT FOUND;NOT FOUND;1;1
2015;j53;NOT FOUND;NOT FOUND;1;1
2015;j8n;NOT FOUND;NOT FOUND;3;4
2015;ja2;NOT FOUND;NOT FOUND;1;1
2015;ja3;MITSUBISHI;LANCER;9;13
2015;ja3;MITSUBISHI;MIRAGE;1;2
2015;ja4;MITSUBISHI;MONTERO;21;43
2015;ja4;MITSUBISHI;MONTERO SPORT;82;165
2015;ja4;MITSUBISHI;OUTLANDER;39;70
2015;ja4;MITSUBISHI;OUTLANDER SPORT;2;7
2015;JA4;NOT FOUND;NOT FOUND;14;23
2015;jaa;NOT FOUND;NOT FOUND;4;9
2015;JAC;ISUZU;UBS-LHD;4;5
2015;jac;NOT FOUND;NOT FOUND;30;42
2015;JAS;NOT FOUND;NOT FOUND;1;1
2015;JB1;NOT FOUND;NOT FOUND;1;1
2015;jba;NOT FOUND;NOT FOUND;1;1
2015;jc3;NOT FOUND;NOT FOUND;2;2
2015;JD1;NOT FOUND;NOT FOUND;2;2
2015;JD2;NOT FOUND;NOT FOUND;4;6
2015;jda;NOT FOUND;NOT FOUND;8;11
2015;JDJ;NOT FOUND;NOT FOUND;1;1
2015;JE4;MITSUBISHI;PAJERO/MONTERO<LONG>;1;3
2015;jf1;NOT FOUND;NOT FOUND;26;56
2015;jf1;SUBARU;E SERIES;1;1
2015;JF1;SUBARU;E12;1;1
2015;JF1;SUBARU;FORESTER;117;227
2015;jf1;SUBARU;IMPREZA;53;91
2015;jf1;SUBARU;J SERIES;1;1
2015;JF1;SUBARU;L SERIES;1;1
2015;jf1;SUBARU;LEGACY;106;219
2015;JF1;SUBARU;XV;14;20
2015;jf2;NOT FOUND;NOT FOUND;2;2
2015;jf2;SUBARU;FORESTER;17;37
2015;JFA;NOT FOUND;NOT FOUND;1;1
2015;jfi;SUBARU;FORESTER;4;9
2015;jh1;NOT FOUND;NOT FOUND;4;4
2015;JH4;NOT FOUND;NOT FOUND;6;15
2015;JH8;NOT FOUND;NOT FOUND;1;1
2015;jhc;NOT FOUND;NOT FOUND;1;1
2015;JHL;HONDA;CR-V;116;196
2015;JHL;NOT FOUND;NOT FOUND;10;11
2015;jhm;HONDA;ACCORD;40;59
2015;jhm;HONDA;CIVIC;27;58
2015;jhm;HONDA;CIVIC HYBRID;5;7
2015;jhm;HONDA;CIVIC/HYBRID;1;1
2015;JHM;HONDA;FIT;10;17
2015;jhm;HONDA;HR-V;4;5
2015;jhm;HONDA;JAZZ;4;4
2015;jhm;HONDA;LEGEND;4;6
2015;JHM;HONDA;ODYSSEY;5;12
2015;jhm;HONDA;PRELUDE;2;3
2015;jhm;HONDA;SHUTTLE;6;7
2015;jhm;HONDA;STREAM;6;8
2015;jhm;NOT FOUND;NOT FOUND;6;12
2015;jhz;NOT FOUND;NOT FOUND;1;1
2015;jke;NOT FOUND;NOT FOUND;2;3
2015;JKJ;NOT FOUND;NOT FOUND;1;1
2015;jl5;NOT FOUND;NOT FOUND;2;3
2015;JM1;FORD;Ranger EQ 2002-;1;4
2015;jm1;MAZDA;MAZDA2;2;2
2015;jm1;MAZDA;MAZDA3;40;78
2015;jm1;MAZDA;MAZDA5;7;8
2015;jm1;MAZDA;MILLENIA;14;18
2015;jm1;MAZDA;PROTEGE;5;7
2015;JM1;NOT FOUND;NOT FOUND;8;10
2015;JM3;MAZDA;CX-7;38;78
2015;jm3;MAZDA;CX-9;4;7
2015;JM3;MAZDA;MPV;36;64
2015;jm3;NOT FOUND;NOT FOUND;6;10
2015;jm6;NOT FOUND;NOT FOUND;3;4
2015;jm7;MAZDA;323;1;1
2015;JM7;MAZDA;626;2;2
2015;JM7;MAZDA;Mazda CX-9;3;3
2015;jm7;MAZDA;MAZDA3;10;14
2015;JM7;MAZDA;MAZDA6;15;20
2015;JM8;MAZDA;MPV;2;3
2015;jmb;MITSUBISHI;ASX;21;34
2015;jmb;MITSUBISHI;COLT/LANCER;21;31
2015;jmb;MITSUBISHI;GALANT;11;14
2015;JMB;MITSUBISHI;GALANT HATCH BACK;18;29
2015;Jmb;MITSUBISHI;GALANT SALOON;9;14
2015;jmb;MITSUBISHI;GALANT STATION WAGON;1;1
2015;Jmb;MITSUBISHI;GALANT,GALANT HATCHBACK;30;68
2015;jmb;MITSUBISHI;GRANDIS;8;10
2015;jmb;MITSUBISHI;L300;7;9
2015;JMB;MITSUBISHI;LANCER;51;98
2015;jmb;MITSUBISHI;LANCER SPORTBACK;1;1
2015;Jmb;MITSUBISHI;LANCER STATION WAGON;4;9
2015;jmb;MITSUBISHI;LANCER/LANCER CLASSIC;21;29
2015;jmb;MITSUBISHI;OUTLANDER;72;164
2015;jmb;MITSUBISHI;PAJERO/MONTERO;53;143
2015;jmb;MITSUBISHI;PAJERO/MONTERO SPORT;13;27
2015;jmb;MITSUBISHI;SIGMA;4;4
2015;jmb;MITSUBISHI;SPACE GEAR/L400 VAN;6;6
2015;jmb;MITSUBISHI;SPACE RUNNER;18;28
2015;JMB;MITSUBISHI;SPACE WAGON;33;62
2015;jmb;NOT FOUND;NOT FOUND;24;42
2015;jmd;NOT FOUND;NOT FOUND;2;2
2015;jmp;MITSUBISHI;PAJERO PININ/MONTERO IO;5;5
2015;jmp;NOT FOUND;NOT FOUND;3;5
2015;JMR;NOT FOUND;NOT FOUND;2;2
2015;JMT;NOT FOUND;NOT FOUND;1;2
2015;JMU;NOT FOUND;NOT FOUND;1;1
2015;jmy;MITSUBISHI;AIRTREK/OUTLANDER;4;6
2015;JMY;MITSUBISHI;GALANT;3;3
2015;jmy;MITSUBISHI;L200;1;1
2015;jmy;MITSUBISHI;LANCER;31;50
2015;JMY;MITSUBISHI;NATIVA;3;4
2015;jmy;MITSUBISHI;OUTLANDER;6;13
2015;JMY;MITSUBISHI;PAJERO;1;1
2015;jmy;MITSUBISHI;PAJERO/MONTERO;8;9
2015;jmy;MITSUBISHI;PAJERO/MONTERO<LONG>;85;150
2015;jmy;MITSUBISHI;PAJERO/MONTERO<SHORT>;6;10
2015;jmy;NOT FOUND;NOT FOUND;8;14
2015;jmz;MAZDA;121;6;8
2015;JMZ;MAZDA;323;61;98
2015;jmz;MAZDA;323F;15;26
2015;jmz;MAZDA;323WAGON;4;7
2015;jmz;MAZDA;626;80;164
2015;jmz;MAZDA;626WAGON;28;33
2015;JMZ;MAZDA;DEMIO;3;4
2015;jmz;MAZDA;Mazda CX-5;7;11
2015;jmz;MAZDA;Mazda CX-7;11;14
2015;jmz;MAZDA;MAZDA2;2;2
2015;jmz;MAZDA;MAZDA3;28;46
2015;jmz;MAZDA;MAZDA5;2;2
2015;jmz;MAZDA;MAZDA6;29;50
2015;jmz;MAZDA;MAZDA6 WAGON;15;36
2015;JMZ;MAZDA;MPV;8;12
2015;jmz;MAZDA;MX-3;3;5
2015;jmz;MAZDA;MX-5;1;1
2015;JMZ;MAZDA;PREMACY;15;26
2015;JMZ;MAZDA;TRIBUTE;7;19
2015;JMZ;MAZDA;XEDOS-6;8;9
2015;JMZ;MAZDA;XEDOS-9;4;8
2015;JMZ;NOT FOUND;NOT FOUND;37;64
2015;Jn1;INFINITI;M35/45;1;1
2015;JN1;INFINITI;Q40/G SEDAN;1;1
2015;JN1;INFINITI;QX50/EX;3;10
2015;jn1;INFINITI;QX70/FX;9;16
2015;jn1;INFINITI;QX80/QX56;4;4
2015;JN1;NISSAN;100NX;3;10
2015;jn1;NISSAN;240SX;1;2
2015;jn1;NISSAN;ALMERA;15;19
2015;jn1;NISSAN;BLUEBIRD;8;9
2015;jn1;NISSAN;JUKE;4;5
2015;jn1;NISSAN;KING CAB;13;27
2015;jn1;NISSAN;MAXIMA;62;128
2015;jn1;NISSAN;MICRA;2;2
2015;jn1;NISSAN;MURANO;16;30
2015;jn1;NISSAN;PATHFINDER;4;5
2015;jn1;NISSAN;PATROL;79;233
2015;jn1;NISSAN;PRAIRIE;8;11
2015;jn1;NISSAN;PRAIRIE II;1;3
2015;jn1;NISSAN;PRIMERA WAGON;9;11
2015;JN1;NISSAN;PULSAR;8;17
2015;jn1;NISSAN;SAFARI;15;32
2015;JN1;NISSAN;SUNNY;19;34
2015;jn1;NISSAN;SUNNY WAGON;3;11
2015;jn1;NISSAN;SUNNY/SENTRA;7;10
2015;JN1;NISSAN;TEANA;39;65
2015;JN1;NISSAN;TERRANO;16;27
2015;jn1;NISSAN;TIIDA;3;4
2015;jn1;NISSAN;TIIDA LATIO;6;10
2015;jn1;NISSAN;TRUCK;2;2
2015;jn1;NISSAN;VANETTE;2;3
2015;jn1;NISSAN;X-TRAIL;61;139
2015;jn1;NOT FOUND;NOT FOUND;23;42
2015;jn6;NISSAN;SAFARI;3;7
2015;JN6;NISSAN;TRUCK;2;4
2015;jn8;INFINITI;QX80/QX56;1;1
2015;jn8;NISSAN;FX35/45;9;14
2015;JN8;NISSAN;JUKE;1;2
2015;jn8;NISSAN;MURANO;31;65
2015;JN8;NISSAN;PATHFINDER;12;17
2015;jn8;NISSAN;ROGUE;4;5
2015;jn8;NISSAN;SAFARI;8;14
2015;jn8;NISSAN;X-TRAIL;17;24
