Year;WMI;Brand;ModelName;distinct_users;distinct_requests
2020;8AW;NOT FOUND;NOT FOUND;2;3
2020;8aw;VOLKSWAGEN;Caddy;1;1
2020;8aw;VOLKSWAGEN;Spacefox;1;2
2020;8AW;VOLKSWAGEN;Van;2;2
2020;8B1;NOT FOUND;NOT FOUND;2;5
2020;8bw;NOT FOUND;NOT FOUND;1;1
2020;8hh;NOT FOUND;NOT FOUND;1;1
2020;8JN;NOT FOUND;NOT FOUND;2;2
2020;8T1;NOT FOUND;NOT FOUND;2;4
2020;8ZT;NOT FOUND;NOT FOUND;1;2
2020;906;NOT FOUND;NOT FOUND;1;1
2020;915;NOT FOUND;NOT FOUND;1;1
2020;923;NOT FOUND;NOT FOUND;1;1
2020;93x;NOT FOUND;NOT FOUND;4;6
2020;94Z;NOT FOUND;NOT FOUND;1;1
2020;964;NOT FOUND;NOT FOUND;1;1
2020;97a;NOT FOUND;NOT FOUND;1;1
2020;98w;NOT FOUND;NOT FOUND;4;6
2020;99S;NOT FOUND;NOT FOUND;1;1
2020;9bg;NOT FOUND;NOT FOUND;3;4
2020;9BW;NOT FOUND;NOT FOUND;25;48
2020;9bw;VOLKSWAGEN;Gol;31;54
2020;9bw;VOLKSWAGEN;Golf;55;151
2020;9bw;VOLKSWAGEN;L80;1;1
2020;9jn;NOT FOUND;NOT FOUND;2;3
2020;9ll;NOT FOUND;NOT FOUND;1;4
2020;9pc;NOT FOUND;NOT FOUND;1;1
2020;9TE;NOT FOUND;NOT FOUND;1;1
2020;9VW;NOT FOUND;NOT FOUND;1;1
2020;9xf;NOT FOUND;NOT FOUND;2;3
2020;A00;NOT FOUND;NOT FOUND;1;1
2020;a08;NOT FOUND;NOT FOUND;2;2
2020;a14;NOT FOUND;NOT FOUND;1;1
2020;a1c;NOT FOUND;NOT FOUND;1;1
2020;A21;NOT FOUND;NOT FOUND;1;2
2020;a2c;NOT FOUND;NOT FOUND;2;2
2020;A32;NOT FOUND;NOT FOUND;1;3
2020;A33;NISSAN;CEFIRO;1;1
2020;a3a;NOT FOUND;NOT FOUND;1;2
2020;a4a;NOT FOUND;NOT FOUND;1;2
2020;a4l;NOT FOUND;NOT FOUND;1;1
2020;A4M;NOT FOUND;NOT FOUND;1;1
2020;a5z;NOT FOUND;NOT FOUND;1;1
2020;a94;NOT FOUND;NOT FOUND;1;1
2020;AAS;NOT FOUND;NOT FOUND;1;1
2020;aba;NOT FOUND;NOT FOUND;1;1
2020;ACM;TOYOTA;IPSUM;1;5
2020;adb;NOT FOUND;NOT FOUND;1;4
2020;ADC;NOT FOUND;NOT FOUND;1;1
2020;ADM;HUMMER;H3;14;22
2020;ADM;NOT FOUND;NOT FOUND;2;2
2020;adn;NISSAN;NP300;65;159
2020;ADN;NOT FOUND;NOT FOUND;4;7
2020;AF2;NOT FOUND;NOT FOUND;1;2
2020;AF3;NOT FOUND;NOT FOUND;1;1
2020;AFA;FORD;Ranger TKE 2012-;1;1
2020;aft;NOT FOUND;NOT FOUND;1;1
2020;ahf;NOT FOUND;NOT FOUND;1;1
2020;AHH;NOT FOUND;NOT FOUND;1;1
2020;aht;NOT FOUND;NOT FOUND;8;10
2020;aht;TOYOTA;COROLLA (S.AFRICA);26;43
2020;AHT;TOYOTA;HILUX;152;418
2020;ajg;NOT FOUND;NOT FOUND;6;7
2020;ajm;NOT FOUND;NOT FOUND;3;3
2020;ajn;NOT FOUND;NOT FOUND;3;4
2020;AKN;NOT FOUND;NOT FOUND;2;2
2020;an1;NOT FOUND;NOT FOUND;2;3
2020;an4;NOT FOUND;NOT FOUND;5;6
2020;ANH;TOYOTA;ALPHARD G/V;1;1
2020;ant;NOT FOUND;NOT FOUND;6;9
2020;AS3;NOT FOUND;NOT FOUND;1;1
2020;as4;NOT FOUND;NOT FOUND;2;5
2020;asa;NOT FOUND;NOT FOUND;3;4
2020;at1;NOT FOUND;NOT FOUND;4;4
2020;at3;NOT FOUND;NOT FOUND;1;1
2020;ATH;NOT FOUND;NOT FOUND;2;2
2020;AUM;NOT FOUND;NOT FOUND;3;3
2020;aus;NOT FOUND;NOT FOUND;1;1
2020;avw;NOT FOUND;NOT FOUND;1;1
2020;awb;NOT FOUND;NOT FOUND;1;1
2020;AWU;NOT FOUND;NOT FOUND;2;3
2020;AYW;NOT FOUND;NOT FOUND;1;1
2020;azr;ALFA ROMEO;155 [155 GAMMA 96 BZ (1996-1997)];2;5
2020;B0L;NOT FOUND;NOT FOUND;1;1
2020;B15;NOT FOUND;NOT FOUND;3;5
2020;B17;NOT FOUND;NOT FOUND;1;1
2020;B26;NOT FOUND;NOT FOUND;1;2
2020;b8n;NOT FOUND;NOT FOUND;1;1
2020;bah;NOT FOUND;NOT FOUND;1;9
2020;bav;NOT FOUND;NOT FOUND;1;1
2020;BAW;NOT FOUND;NOT FOUND;1;2
2020;Baz;NOT FOUND;NOT FOUND;1;1
2020;bb4;NOT FOUND;NOT FOUND;1;1
2020;bb5;NOT FOUND;NOT FOUND;1;1
2020;BB6;NOT FOUND;NOT FOUND;1;1
2020;bba;NOT FOUND;NOT FOUND;1;1
2020;bbw;NOT FOUND;NOT FOUND;1;1
2020;bdb;NOT FOUND;NOT FOUND;3;4
2020;bdw;NOT FOUND;NOT FOUND;3;3
2020;BE5;SUBARU;LEGACY;1;3
2020;BER;NOT FOUND;NOT FOUND;1;1
2020;bf1;NOT FOUND;NOT FOUND;1;1
2020;Bg1;NOT FOUND;NOT FOUND;1;1
2020;bg4;NOT FOUND;NOT FOUND;1;1
2020;bga;NOT FOUND;NOT FOUND;1;1
2020;BGW;NOT FOUND;NOT FOUND;1;1
2020;BH5;NOT FOUND;NOT FOUND;1;1
2020;Bil;NOT FOUND;NOT FOUND;1;1
2020;BJ2;NOT FOUND;NOT FOUND;1;2
2020;BJ5;MAZDA;Familia;1;14
2020;BJN;NOT FOUND;NOT FOUND;1;2
2020;bln;NOT FOUND;NOT FOUND;1;1
2020;Blo;NOT FOUND;NOT FOUND;1;2
2020;bmj;NOT FOUND;NOT FOUND;1;1
2020;bmz;NOT FOUND;NOT FOUND;2;2
2020;BN1;NOT FOUND;NOT FOUND;1;1
2020;BNk;NOT FOUND;NOT FOUND;1;1
2020;bol;NOT FOUND;NOT FOUND;2;2
2020;bsk;NOT FOUND;NOT FOUND;2;2
2020;BT1;NOT FOUND;NOT FOUND;4;4
2020;bur;NOT FOUND;NOT FOUND;1;4
2020;BWA;NOT FOUND;NOT FOUND;1;1
2020;BYA;NOT FOUND;NOT FOUND;1;1
2020;c14;NOT FOUND;NOT FOUND;1;1
2020;C1J;NOT FOUND;NOT FOUND;1;2
2020;C7l;NOT FOUND;NOT FOUND;1;1
2020;C7m;NOT FOUND;NOT FOUND;2;2
2020;c81;NOT FOUND;NOT FOUND;1;1
2020;C94;NOT FOUND;NOT FOUND;5;6
2020;CA4;NOT FOUND;NOT FOUND;1;2
2020;CAA;NOT FOUND;NOT FOUND;1;1
2020;CAL;NOT FOUND;NOT FOUND;2;3
2020;CAR;NOT FOUND;NOT FOUND;1;1
2020;CAT;NOT FOUND;NOT FOUND;2;3
2020;CB1;NOT FOUND;NOT FOUND;11;16
2020;cba;NOT FOUND;NOT FOUND;1;1
2020;ced;NOT FOUND;NOT FOUND;1;2
2020;cgn;NOT FOUND;NOT FOUND;1;1
2020;chc;NOT FOUND;NOT FOUND;1;1
2020;CHH;NOT FOUND;NOT FOUND;5;7
2020;CHS;NOT FOUND;NOT FOUND;1;1
2020;cjh;NOT FOUND;NOT FOUND;1;1
2020;cjm;NOT FOUND;NOT FOUND;1;1
2020;cjn;NOT FOUND;NOT FOUND;7;9
2020;CJT;NOT FOUND;NOT FOUND;1;1
2020;CLA;NOT FOUND;NOT FOUND;1;2
2020;CLF;NOT FOUND;NOT FOUND;1;1
2020;CMH;NOT FOUND;NOT FOUND;2;2
2020;cp8;NOT FOUND;NOT FOUND;1;1
2020;cpa;NOT FOUND;NOT FOUND;2;3
2020;cpt;NOT FOUND;NOT FOUND;2;2
2020;CS2;MITSUBISHI;LANCER,LANCER CEDIA;1;1
2020;csa;NOT FOUND;NOT FOUND;1;1
2020;csb;NOT FOUND;NOT FOUND;1;1
2020;csj;NOT FOUND;NOT FOUND;1;1
2020;csk;NOT FOUND;NOT FOUND;1;1
2020;csm;NOT FOUND;NOT FOUND;1;1
2020;Cta;NOT FOUND;NOT FOUND;1;1
2020;ctn;NOT FOUND;NOT FOUND;1;1
2020;cv1;NOT FOUND;NOT FOUND;1;1
2020;cvl;NOT FOUND;NOT FOUND;1;1
2020;cw4;NOT FOUND;NOT FOUND;1;1
2020;CW7;NOT FOUND;NOT FOUND;3;6
2020;Cw8;NOT FOUND;NOT FOUND;2;2
2020;cwa;NOT FOUND;NOT FOUND;1;1
2020;cwb;NOT FOUND;NOT FOUND;2;3
2020;CXR;NOT FOUND;NOT FOUND;1;1
2020;cy4;NOT FOUND;NOT FOUND;1;1
2020;CZF;NOT FOUND;NOT FOUND;2;3
2020;D03;NOT FOUND;NOT FOUND;1;1
2020;d0n;NOT FOUND;NOT FOUND;1;1
2020;D22;NOT FOUND;NOT FOUND;1;5
2020;d32;NOT FOUND;NOT FOUND;1;1
2020;d9n;NOT FOUND;NOT FOUND;1;1
2020;DAN;NOT FOUND;NOT FOUND;3;5
2020;Das;NOT FOUND;NOT FOUND;1;1
2020;db1;NOT FOUND;NOT FOUND;1;1
2020;dba;NOT FOUND;NOT FOUND;6;9
2020;dbw;NOT FOUND;NOT FOUND;1;1
2020;den;NOT FOUND;NOT FOUND;1;1
2020;DF2;NOT FOUND;NOT FOUND;1;1
2020;Dg1;NOT FOUND;NOT FOUND;1;1
2020;DGK;NOT FOUND;NOT FOUND;1;1
2020;DHK;NOT FOUND;NOT FOUND;2;4
2020;dhs;NOT FOUND;NOT FOUND;1;1
2020;Dir;NOT FOUND;NOT FOUND;1;1
2020;DJN;NOT FOUND;NOT FOUND;6;7
2020;dlw;NOT FOUND;NOT FOUND;1;1
2020;dmh;NOT FOUND;NOT FOUND;1;1
2020;DN9;NOT FOUND;NOT FOUND;1;4
2020;dng;NOT FOUND;NOT FOUND;1;1
2020;don;NOT FOUND;NOT FOUND;2;2
2020;dp1;NOT FOUND;NOT FOUND;1;2
2020;ds2;NOT FOUND;NOT FOUND;1;1
2020;dsn;NOT FOUND;NOT FOUND;1;1
2020;dtn;NOT FOUND;NOT FOUND;2;4
2020;dvf;NOT FOUND;NOT FOUND;1;1
2020;DW8;NOT FOUND;NOT FOUND;1;1
2020;dwb;NOT FOUND;NOT FOUND;4;9
2020;e0l;NOT FOUND;NOT FOUND;2;2
2020;E6D;NOT FOUND;NOT FOUND;2;2
2020;EA1;MITSUBISHI;GALANT/ASPIRE;1;2
2020;eae;NOT FOUND;NOT FOUND;1;1
2020;eau;NOT FOUND;NOT FOUND;3;3
2020;eba;NOT FOUND;NOT FOUND;7;9
2020;ebd;NOT FOUND;NOT FOUND;1;1
2020;eby;NOT FOUND;NOT FOUND;1;1
2020;edb;NOT FOUND;NOT FOUND;7;7
2020;edd;NOT FOUND;NOT FOUND;1;1
2020;ef0;NOT FOUND;NOT FOUND;2;2
2020;Efb;NOT FOUND;NOT FOUND;1;1
2020;EFO;NOT FOUND;NOT FOUND;1;1
2020;EJ1;NOT FOUND;NOT FOUND;1;1
2020;ejt;NOT FOUND;NOT FOUND;2;2
2020;ema;NOT FOUND;NOT FOUND;1;1
2020;EN1;NOT FOUND;NOT FOUND;1;1
2020;ENB;NOT FOUND;NOT FOUND;1;1
2020;ene;NOT FOUND;NOT FOUND;1;3
2020;eol;NOT FOUND;NOT FOUND;1;1
2020;EP5;NOT FOUND;NOT FOUND;1;1
2020;ERj;NOT FOUND;NOT FOUND;1;1
2020;es1;NOT FOUND;NOT FOUND;1;1
2020;ES3;NOT FOUND;NOT FOUND;1;2
2020;ET1;NOT FOUND;NOT FOUND;1;2
2020;eww;NOT FOUND;NOT FOUND;1;1
2020;EZ9;NOT FOUND;NOT FOUND;1;1
2020;f18;NOT FOUND;NOT FOUND;1;2
2020;f1j;NOT FOUND;NOT FOUND;1;2
2020;F1s;NOT FOUND;NOT FOUND;1;1
2020;F9F;NOT FOUND;NOT FOUND;1;2
2020;FAA;NOT FOUND;NOT FOUND;1;1
2020;fal;NOT FOUND;NOT FOUND;1;1
2020;fb1;NOT FOUND;NOT FOUND;3;4
2020;fba;NOT FOUND;NOT FOUND;1;2
2020;Fby;NOT FOUND;NOT FOUND;2;10
2020;fdb;NOT FOUND;NOT FOUND;1;1
2020;fdk;NOT FOUND;NOT FOUND;1;1
2020;fdu;NOT FOUND;NOT FOUND;2;2
2020;fdv;NOT FOUND;NOT FOUND;1;1
2020;FE4;NOT FOUND;NOT FOUND;1;1
2020;ff1;NOT FOUND;NOT FOUND;5;5
2020;Ffr;NOT FOUND;NOT FOUND;1;1
2020;FFW;NOT FOUND;NOT FOUND;1;3
2020;Fg1;NOT FOUND;NOT FOUND;3;3
2020;fg4;NOT FOUND;NOT FOUND;1;1
2020;fgm;NOT FOUND;NOT FOUND;1;1
2020;fgn;NOT FOUND;NOT FOUND;2;2
2020;fj1;NOT FOUND;NOT FOUND;6;10
2020;fjm;NOT FOUND;NOT FOUND;2;2
2020;fjn;NOT FOUND;NOT FOUND;5;10
2020;FK0;NOT FOUND;NOT FOUND;1;1
2020;Fmb;NOT FOUND;NOT FOUND;1;1
2020;fmd;NOT FOUND;NOT FOUND;1;1
2020;fnf;NOT FOUND;NOT FOUND;1;1
2020;fol;NOT FOUND;NOT FOUND;1;4
2020;FPT;NOT FOUND;NOT FOUND;1;1
2020;fro;NOT FOUND;NOT FOUND;1;1
2020;fs1;NOT FOUND;NOT FOUND;1;1
2020;fs2;NOT FOUND;NOT FOUND;1;1
2020;fsb;NOT FOUND;NOT FOUND;1;1
2020;FSE;NOT FOUND;NOT FOUND;1;1
2020;fsk;NOT FOUND;NOT FOUND;1;1
2020;fv1;NOT FOUND;NOT FOUND;4;4
2020;FV3;NOT FOUND;NOT FOUND;7;7
2020;fvs;NOT FOUND;NOT FOUND;1;1
2020;FW0;NOT FOUND;NOT FOUND;5;8
2020;FWO;NOT FOUND;NOT FOUND;1;1
2020;fzj;NOT FOUND;NOT FOUND;2;2
2020;G11;NOT FOUND;NOT FOUND;1;1
2020;g1f;NOT FOUND;NOT FOUND;1;1
2020;g76;NOT FOUND;NOT FOUND;1;1
2020;G94;NOT FOUND;NOT FOUND;1;2
2020;GA3;NOT FOUND;NOT FOUND;1;1
2020;gA4;NOT FOUND;NOT FOUND;4;4
2020;GB1;NOT FOUND;NOT FOUND;1;1
2020;GCE;NOT FOUND;NOT FOUND;1;1
2020;GD1;NOT FOUND;NOT FOUND;1;1
2020;gd2;NOT FOUND;NOT FOUND;1;2
2020;gda;NOT FOUND;NOT FOUND;1;1
2020;GDH;NOT FOUND;NOT FOUND;1;1
2020;gf1;NOT FOUND;NOT FOUND;36;68
2020;GF2;NOT FOUND;NOT FOUND;4;4
2020;gfp;NOT FOUND;NOT FOUND;1;1
2020;GFS;NOT FOUND;NOT FOUND;1;1
2020;GFV;NOT FOUND;NOT FOUND;1;1
2020;gg1;NOT FOUND;NOT FOUND;1;1
2020;GGH;NOT FOUND;NOT FOUND;1;2
2020;GGT;NOT FOUND;NOT FOUND;1;1
2020;GH1;HONDA;HR-V 3D;1;1
2020;GH1;NOT FOUND;NOT FOUND;2;3
2020;ghl;NOT FOUND;NOT FOUND;9;14
2020;GHM;NOT FOUND;NOT FOUND;12;18
2020;gjf;NOT FOUND;NOT FOUND;1;1
2020;GJN;NOT FOUND;NOT FOUND;1;1
2020;GKT;NOT FOUND;NOT FOUND;1;1
2020;glf;NOT FOUND;NOT FOUND;1;3
2020;gm1;NOT FOUND;NOT FOUND;7;10
2020;gm3;NOT FOUND;NOT FOUND;2;3
2020;gm7;NOT FOUND;NOT FOUND;4;4
2020;gm8;NOT FOUND;NOT FOUND;1;1
2020;GMB;NOT FOUND;NOT FOUND;22;72
2020;GMJ;NOT FOUND;NOT FOUND;1;1
2020;GMM;NOT FOUND;NOT FOUND;5;15
2020;gmp;NOT FOUND;NOT FOUND;1;1
2020;GMU;NOT FOUND;NOT FOUND;2;2
2020;gmy;NOT FOUND;NOT FOUND;2;4
2020;gmz;NOT FOUND;NOT FOUND;38;55
2020;gn1;NOT FOUND;NOT FOUND;10;22
2020;gn6;NOT FOUND;NOT FOUND;3;3
2020;gn8;NOT FOUND;NOT FOUND;5;8
2020;gnb;NOT FOUND;NOT FOUND;4;9
2020;gng;NOT FOUND;NOT FOUND;1;1
2020;gnj;NOT FOUND;NOT FOUND;1;1
2020;Gnk;NOT FOUND;NOT FOUND;1;1
2020;gnl;NOT FOUND;NOT FOUND;1;1
2020;GNM;NOT FOUND;NOT FOUND;2;2
2020;gnr;NOT FOUND;NOT FOUND;3;5
2020;gny;NOT FOUND;NOT FOUND;1;1
2020;gnz;NOT FOUND;NOT FOUND;5;7
2020;gps;NOT FOUND;NOT FOUND;1;1
2020;GPT;NOT FOUND;NOT FOUND;1;1
2020;GRH;NOT FOUND;NOT FOUND;1;1
2020;GS1;NOT FOUND;NOT FOUND;1;1
2020;GS3;NOT FOUND;NOT FOUND;2;10
2020;GSA;NOT FOUND;NOT FOUND;6;9
2020;GSI;NOT FOUND;NOT FOUND;1;3
2020;GT1;NOT FOUND;NOT FOUND;34;59
2020;GT2;NOT FOUND;NOT FOUND;2;3
2020;gt3;NOT FOUND;NOT FOUND;1;1
2020;GT6;NOT FOUND;NOT FOUND;4;6
2020;GT8;NOT FOUND;NOT FOUND;1;1
2020;GTD;NOT FOUND;NOT FOUND;8;11
2020;GTE;NOT FOUND;NOT FOUND;30;38
2020;gtf;NOT FOUND;NOT FOUND;2;4
2020;gtg;NOT FOUND;NOT FOUND;5;9
2020;gth;NOT FOUND;NOT FOUND;18;28
2020;GTI;NOT FOUND;NOT FOUND;4;4
2020;GTJ;NOT FOUND;NOT FOUND;2;2
2020;GTk;NOT FOUND;NOT FOUND;1;1
2020;gtm;NOT FOUND;NOT FOUND;6;11
2020;GTN;NOT FOUND;NOT FOUND;8;23
2020;gtr;NOT FOUND;NOT FOUND;1;4
2020;GX9;TOYOTA;MARK 2;1;5
2020;gy2;NOT FOUND;NOT FOUND;1;1
2020;GZ9;NOT FOUND;NOT FOUND;1;1
2020;H1M;NOT FOUND;NOT FOUND;1;1
2020;h57;NOT FOUND;NOT FOUND;1;1
2020;H7l;NOT FOUND;NOT FOUND;2;2
2020;ha4;NOT FOUND;NOT FOUND;1;1
2020;hcc;NOT FOUND;NOT FOUND;1;1
2020;hdb;NOT FOUND;NOT FOUND;1;2
2020;hdh;NOT FOUND;NOT FOUND;1;1
2020;hf1;NOT FOUND;NOT FOUND;1;1
2020;Hf2;NOT FOUND;NOT FOUND;1;1
2020;HGL;NOT FOUND;NOT FOUND;1;1
2020;HHM;NOT FOUND;NOT FOUND;1;1
2020;hjt;NOT FOUND;NOT FOUND;1;1
2020;HKA;NOT FOUND;NOT FOUND;1;1
2020;HKR;NOT FOUND;NOT FOUND;1;1
2020;hlh;NOT FOUND;NOT FOUND;3;3
2020;Hmb;NOT FOUND;NOT FOUND;2;3
2020;hmh;NOT FOUND;NOT FOUND;1;1
2020;hmk;NOT FOUND;NOT FOUND;2;6
2020;hmt;NOT FOUND;NOT FOUND;14;20
2020;HMY;NOT FOUND;NOT FOUND;1;1
2020;Hmz;NOT FOUND;NOT FOUND;2;2
2020;Hn1;NOT FOUND;NOT FOUND;2;3
2020;HNK;NOT FOUND;NOT FOUND;1;1
2020;hnt;NOT FOUND;NOT FOUND;1;1
2020;hsa;NOT FOUND;NOT FOUND;1;1
2020;ht1;NOT FOUND;NOT FOUND;4;4
2020;Ht6;NOT FOUND;NOT FOUND;1;3
2020;hta;NOT FOUND;NOT FOUND;2;2
2020;htd;NOT FOUND;NOT FOUND;3;3
2020;HTE;NOT FOUND;NOT FOUND;5;5
2020;htf;NOT FOUND;NOT FOUND;1;6
2020;Htn;NOT FOUND;NOT FOUND;1;2
2020;hu3;NOT FOUND;NOT FOUND;1;1
2020;HUF;NOT FOUND;NOT FOUND;4;4
2020;hum;NOT FOUND;NOT FOUND;1;1
2020;hus;NOT FOUND;NOT FOUND;1;1
2020;hut;NOT FOUND;NOT FOUND;1;1
2020;huu;NOT FOUND;NOT FOUND;1;1
2020;HW7;NOT FOUND;NOT FOUND;1;3
2020;HWB;NOT FOUND;NOT FOUND;1;2
2020;hwe;NOT FOUND;NOT FOUND;1;1
2020;HX1;NOT FOUND;NOT FOUND;1;1
2020;HY0;NOT FOUND;NOT FOUND;1;1
2020;Hyd;NOT FOUND;NOT FOUND;1;1
2020;hyu;NOT FOUND;NOT FOUND;1;1
2020;I38;NOT FOUND;NOT FOUND;1;1
2020;I5Y;NOT FOUND;NOT FOUND;5;5
2020;i9x;NOT FOUND;NOT FOUND;1;1
2020;IAC;NOT FOUND;NOT FOUND;1;2
2020;Ib3;CHRYSLER;JR - STRATUS/ SEBRING;2;3
2020;IB3;CHRYSLER;L -CONCORDE/ NEWYORKER/ LHS/ INTREPID/ VISION;1;1
2020;IB8;CHRYSLER;RS - CARAVAN /  TOWN & COUNTRY;1;5
2020;Ic3;CHRYSLER;JA - BREEZE/ STRATUS/ CIRRUS;2;2
2020;IC3;CHRYSLER;LX - CHRYSLER 300;1;1
2020;ic3;CHRYSLER;P -PASSENGER;2;6
2020;IC3;NOT FOUND;NOT FOUND;1;1
2020;ic6;RAM;DS - RAM 1500 PICKUP;1;1
2020;ic8;NOT FOUND;NOT FOUND;1;1
2020;ica;NOT FOUND;NOT FOUND;1;2
2020;id4;DODGE;HB - DODGE DURANGO;1;1
2020;id7;RAM;DR - RAM 1500 PICKUP;1;1
2020;iem;NOT FOUND;NOT FOUND;3;5
2020;IF0;NOT FOUND;NOT FOUND;1;1
2020;if1;NOT FOUND;NOT FOUND;1;1
2020;IF2;NOT FOUND;NOT FOUND;4;7
2020;IFA;FORD;Everest/Endeavour EV 2003-2006;1;7
2020;IFA;NOT FOUND;NOT FOUND;22;34
2020;ifb;NOT FOUND;NOT FOUND;1;1
2020;IFM;FORD;Explorer EX 1992-2000;3;3
2020;ifm;NOT FOUND;NOT FOUND;21;38
2020;ift;NOT FOUND;NOT FOUND;3;6
2020;IG4;NOT FOUND;NOT FOUND;1;6
2020;igc;NOT FOUND;NOT FOUND;1;1
2020;igd;GMC;Express/Savana (AWD);4;4
2020;ign;CADILLAC;Suburban/Yukon XL/Escalade ESV - 06 Bodystyle (4WD/AWD);1;7
2020;ign;CHEVROLET;4x4, Chevrolet Suburban LT;1;3
2020;IGN;GMC;Suburban / Yukon XL / Escalade ESV -06 Bodystyle (4WD / AWD);1;3
2020;ign;NOT FOUND;NOT FOUND;1;1
2020;IGY;CADILLAC;Tahoe/Yukon/Escalade - 06 Bodystyle (4WD/AWD);1;1
2020;igy;NOT FOUND;NOT FOUND;1;1
2020;ih1;NOT FOUND;NOT FOUND;1;1
2020;ihg;HONDA;ACCORD;1;1
2020;ihg;HONDA;CIVIC;2;2
2020;IHG;NOT FOUND;NOT FOUND;2;3
2020;IHM;NOT FOUND;NOT FOUND;4;13
2020;IJ4;JEEP;J -JEEP;16;32
2020;IJ4;JEEP;JK - JEEP WRANGLER;1;1
2020;ij4;JEEP;WG - GRAND CHEROKEE (STEYR);1;1
2020;ij4;JEEP;WK - JEEP GRAND CHEROKEE;1;1
2020;IJ4;NOT FOUND;NOT FOUND;1;1
2020;IJ8;JEEP;WG - GRAND CHEROKEE (STEYR);1;2
2020;ijn;NOT FOUND;NOT FOUND;1;1
2020;ILN;NOT FOUND;NOT FOUND;2;3
2020;IM1;NOT FOUND;NOT FOUND;1;1
2020;IMB;NOT FOUND;NOT FOUND;11;27
2020;ime;NOT FOUND;NOT FOUND;5;10
2020;IMH;NOT FOUND;NOT FOUND;1;1
2020;IMP;NOT FOUND;NOT FOUND;1;1
2020;imz;NOT FOUND;NOT FOUND;7;9
2020;in1;NOT FOUND;NOT FOUND;8;15
2020;IN4;NISSAN;ALTIMA;4;4
2020;in4;NISSAN;MAXIMA;1;1
2020;IN6;NOT FOUND;NOT FOUND;2;2
2020;in8;NOT FOUND;NOT FOUND;5;6
2020;ink;NOT FOUND;NOT FOUND;1;5
2020;Inr;NOT FOUND;NOT FOUND;1;1
2020;irm;NOT FOUND;NOT FOUND;1;2
2020;IT1;NOT FOUND;NOT FOUND;2;2
2020;it3;NOT FOUND;NOT FOUND;1;3
2020;IT6;NOT FOUND;NOT FOUND;1;1
2020;itd;NOT FOUND;NOT FOUND;1;1
2020;ITE;NOT FOUND;NOT FOUND;3;6
2020;ith;NOT FOUND;NOT FOUND;4;6
2020;Iti;NOT FOUND;NOT FOUND;3;3
2020;Itj;NOT FOUND;NOT FOUND;2;3
2020;ITM;NOT FOUND;NOT FOUND;5;6
2020;itn;NOT FOUND;NOT FOUND;1;1
2020;IV2;NOT FOUND;NOT FOUND;1;1
2020;IVW;NOT FOUND;NOT FOUND;2;3
2020;iwb;NOT FOUND;NOT FOUND;1;1
2020;iwe;NOT FOUND;NOT FOUND;1;2
2020;Iwv;NOT FOUND;NOT FOUND;1;1
2020;iy1;NOT FOUND;NOT FOUND;1;1
2020;IYJ;NOT FOUND;NOT FOUND;1;1
2020;iyv;MAZDA;MAZDA6;1;1
2020;iyv;NOT FOUND;NOT FOUND;1;1
2020;iz9;NOT FOUND;NOT FOUND;1;1
2020;j0f;NOT FOUND;NOT FOUND;1;1
2020;J11;NOT FOUND;NOT FOUND;3;3
2020;J12;NOT FOUND;NOT FOUND;1;4
2020;j14;NOT FOUND;NOT FOUND;2;8
2020;j15;NOT FOUND;NOT FOUND;1;1
2020;J18;NOT FOUND;NOT FOUND;1;3
2020;j1f;NOT FOUND;NOT FOUND;2;13
2020;j1h;NOT FOUND;NOT FOUND;1;1
2020;J1L;NOT FOUND;NOT FOUND;1;1
2020;J1N;NOT FOUND;NOT FOUND;2;2
2020;J1t;NOT FOUND;NOT FOUND;1;1
2020;j20;NOT FOUND;NOT FOUND;1;1
2020;j3a;NOT FOUND;NOT FOUND;1;1
2020;j3h;NOT FOUND;NOT FOUND;1;2
2020;j3s;NOT FOUND;NOT FOUND;1;2
2020;j3t;NOT FOUND;NOT FOUND;1;1
2020;j44;NOT FOUND;NOT FOUND;2;2
2020;J4A;NOT FOUND;NOT FOUND;3;6
2020;j4f;NOT FOUND;NOT FOUND;3;5
2020;J4g;NOT FOUND;NOT FOUND;3;3
2020;J4S;NOT FOUND;NOT FOUND;2;2
2020;j4t;NOT FOUND;NOT FOUND;1;1
2020;j53;NOT FOUND;NOT FOUND;13;20
2020;j55;NOT FOUND;NOT FOUND;1;1
2020;j5a;NOT FOUND;NOT FOUND;4;11
2020;J5h;NOT FOUND;NOT FOUND;1;2
2020;j5j;NOT FOUND;NOT FOUND;1;1
2020;j5y;NOT FOUND;NOT FOUND;1;1
2020;j7e;NOT FOUND;NOT FOUND;1;1
2020;J8H;NOT FOUND;NOT FOUND;2;3
2020;J8n;NOT FOUND;NOT FOUND;5;12
2020;j8t;NOT FOUND;NOT FOUND;3;5
2020;j8z;NOT FOUND;NOT FOUND;1;4
2020;J94;NOT FOUND;NOT FOUND;2;2
2020;J9A;NOT FOUND;NOT FOUND;1;1
2020;j9x;NOT FOUND;NOT FOUND;1;1
2020;ja1;NOT FOUND;NOT FOUND;2;2
2020;ja2;NOT FOUND;NOT FOUND;1;1
2020;ja3;MITSUBISHI;3000GT;5;7
2020;JA3;MITSUBISHI;EXPO;1;1
2020;ja3;MITSUBISHI;EXPO-LRV;3;3
2020;ja3;MITSUBISHI;LANCER;130;256
2020;Ja3;MITSUBISHI;MIRAGE;37;62
